symbol,entry_time,exit_time,entry_price,exit_price,units,leverage,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,funding_cost_usdt,borrow_cost_usdt,net_pnl_usdt,gross_ret_pct,exit_reason,bars_held
BTCUSDT,2020-11-09 08:00:00,2020-11-09 12:00:00,15310.921634999999,15794.498800000001,0.7845852939099154,1.0,379.4075321296505,9.617873459590198,9.913705186526247,6.199165324239788,0.0,0.0,359.87595348353403,3.158380511167723,SIGNAL_EXIT,1
ETHUSDT,2020-11-09 12:00:00,2020-11-09 12:00:00,458.44911,437.204817585,26.987318186197164,1.0,-573.3264790442205,9.905774222377026,9.439188419763747,17.725065885885424,0.0,0.0,-592.6714416863612,-4.633947793027675,STOP_LOSS,1
ETHUSDT,2020-11-09 16:00:00,2020-11-09 20:00:00,437.92885499999994,446.326725,26.899608383229037,1.0,225.89941425326947,9.431637069027937,9.604811290775329,6.00601006176549,0.0,0.0,206.8629658934662,1.9176334018912888,SIGNAL_EXIT,1
BTCUSDT,2020-11-09 20:00:00,2020-11-10 04:00:00,15367.679999999998,15327.242545000001,0.7800014169176248,1.0,-31.541272196540742,9.59712744174271,9.564216722032082,5.980625764151254,0.0,0.0,-50.70261636031553,-0.26313311443235093,SIGNAL_EXIT,2
ETHUSDT,2020-11-10 04:00:00,2020-11-10 16:00:00,449.50463999999994,442.85846000000004,26.554008698262646,1.0,-176.48272153021662,9.556565348654457,9.40773391915136,5.882775087011717,0.0,0.0,-195.44702079802244,-1.4785564838663072,SIGNAL_EXIT,3
SOLUSDT,2020-11-10 16:00:00,2020-11-11 04:00:00,2.185092,2.26356765,5373.1648174484335,1.0,421.6626016063978,9.400207732016039,9.730017647115545,6.084303181036563,0.0,0.0,402.53237622726624,3.5914117117265594,SIGNAL_EXIT,3
ETHUSDT,2020-11-11 04:00:00,2020-11-12 04:00:00,463.35156,457.65106000000003,26.20703339730704,1.0,-149.39319388134817,9.722233632997852,9.594941290986375,5.999838225978581,0.0,0.0,-168.7103688053324,-1.2302753442763799,SIGNAL_EXIT,6
BTCUSDT,2020-11-12 04:00:00,2020-11-15 16:00:00,15635.954069999998,16019.176405000002,0.765830748382598,1.0,293.48344760997975,9.587265337953585,9.814382283771206,6.137057456083921,0.0,0.0,274.081799988255,2.4509047115665012,SIGNAL_EXIT,21
SOLUSDT,2020-11-15 16:00:00,2020-11-15 16:00:00,2.19759825,2.064660891910714,5573.519610170919,1.0,-740.9289722349483,9.80653077794419,9.205942375533876,17.28707256297011,0.0,0.0,-759.9414453884264,-6.049211137171494,STOP_LOSS,1
BTCUSDT,2020-11-15 20:00:00,2020-11-16 04:00:00,15863.217645,15998.49675,0.724255551838908,1.0,97.9766428440483,9.198577621633449,9.269600073811382,5.7963982452545615,0.0,0.0,79.50846514860348,0.8527847756198368,SIGNAL_EXIT,2
SOLUSDT,2020-11-16 04:00:00,2020-11-16 20:00:00,2.16017955,2.2410789,5355.327203146916,1.0,433.2424897719042,9.262184393752333,9.601368638054856,6.0038573274467435,0.0,0.0,414.37893674009706,3.7450289722444663,SIGNAL_EXIT,4
BTCUSDT,2020-11-16 20:00:00,2020-11-17 04:00:00,16787.319465,16565.283215,0.7137837441153008,1.0,-158.48586585432167,9.59368754314441,9.459223900426437,5.914972423978681,0.0,0.0,-177.53877729789252,-1.3226426676571323,SIGNAL_EXIT,2
